Hybridization.REF,labels,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
TCGA.DD.AACE.01A.11R.A41C.07,1,5237.5102,232461.0975,11136.7731,107398.0344,18.018,606.8796,3136.7731
TCGA.DD.AACF.01A.11R.A41C.07,1,65772.698,370231.8094,25586.6066,333428.2035,25074.0502,1961.3651,12068.8989
TCGA.DD.AACG.01A.11R.A41C.07,1,32912.1951,456094.6634,7904.3902,121343.4146,23732.6829,5020.4878,29560
TCGA.DD.AACH.01A.11R.A41C.07,1,1937.2674,37876.0571,143.2293,162835.1312,121.5612,347.79,9593.4217
TCGA.DD.AACI.01A.11R.A41C.07,1,45933.0656,253052.2088,1965.1941,452975.9036,5564.9264,693.4404,78139.2236
TCGA.DD.AACJ.01A.11R.A41C.07,1,10628.8939,246744.5633,23595.1569,308118.0205,28.2121,718.9373,7635.5942
TCGA.DD.AACK.01A.11R.A41C.07,1,23476.5587,213062.6646,9746.1822,301718.7994,5525.2765,9301.2112,26078.1991
TCGA.DD.AACL.01A.11R.A41C.07,1,23931.4917,28265.1934,5944.7514,32942.5414,1394.4751,312.7072,50353.5912
TCGA.DD.AACN.01A.11R.A41C.07,1,16407.7151,241100.2967,3222.5519,157164.9852,3400,1409.4955,10704.451
TCGA.DD.AACO.01A.11R.A41C.07,1,22250.8653,318497.2422,13414.1155,506506.8471,2199.7003,1198.6469,9135.103
TCGA.DD.AACP.01A.11R.A41C.07,1,2174.2112,132517.085,1755.144,88069.273,1722.2222,907.4074,8821.6735
TCGA.DD.AACQ.01A.11R.A41C.07,1,9766.4478,99188.876,7676.5804,48659.1992,595.3393,1231.8785,3590.5755
TCGA.DD.AACS.01A.11R.A41C.07,1,22247.8895,25288.5649,7548.7337,165417.4981,99.0023,10193.3998,4768.9946
TCGA.DD.AACT.01A.11R.A41C.07,1,85929.98,137774.2482,15494.0853,712498.2857,22911.3444,5916.9673,101403.6531
TCGA.DD.AACU.01A.11R.A41C.07,1,11074.3516,185636.8876,5081.8444,137266.8588,91.0663,914.121,14493.3718
TCGA.DD.AACV.01A.11R.A41C.07,1,2465.8769,124665.5475,24172.2924,185898.5657,594.9367,139.5629,2782.4853
TCGA.DD.AACW.01A.11R.A41C.07,1,29349.3171,368907.9838,4865.6974,94875.0594,794.7369,1834.2528,3336.6235
TCGA.DD.AACX.01A.11R.A41C.07,1,25153.7618,24516.4944,7196.4157,76755.5714,16.8466,379.9206,9190.7082
TCGA.DD.AACY.01A.11R.A41C.07,1,37000.1817,216229.6929,8920.9522,952995.0936,26654.5521,1833.1819,34598.5826
TCGA.DD.AACZ.01A.11R.A41C.07,1,1854.4372,73795.9957,5698.0519,201363.6364,6918.29,4416.6667,54551.9481
TCGA.DD.AAD0.01A.11R.A41C.07,1,24816.6561,52192.1263,2923.6108,137236.3296,10731.94997,96.581,9421.8814
TCGA.DD.AAD1.01A.11R.A41C.07,1,328.8973,265787.0722,493.0292,211107.7313,252.218,10342.2053,11034.2205
TCGA.DD.AAD2.01A.11R.A41C.07,1,15645.3704,184902.7778,14982.4074,998797.2222,73063.8889,6018.5185,50354.6296
TCGA.DD.AAD3.01A.11R.A41C.07,1,14668.9818,403599.0529,9497.7111,360465.3512,187.5296,617.5217,8976.1642
TCGA.DD.AAD5.01A.11R.A41C.07,1,46959.2461,230.7692,12.2262,286551.7066,102.9037,21.3958,73392.2567
TCGA.DD.AAD6.01A.11R.A41C.07,1,34832.8614,153544.1166,3728.384,410704.2465,18982.1061,6994.9894,48306.4133
TCGA.DD.AAD8.01A.11R.A41C.07,1,22070.2996,121639.0658,21050.2477,304142.4864,11148.8559,525.5957,9844.7747
TCGA.DD.AADA.01A.11R.A41C.07,1,25218.9942,519153.6766,10351.4326,546776.1972,12546.50371,451.2122,9645.3617
TCGA.DD.AADB.01A.11R.A41C.07,1,14762.2848,205317.6197,4542.1608,78496.1496,3354.4691,1906.2819,12639.5348
TCGA.DD.AADC.01A.11R.A41C.07,1,2268.1518,123850.6601,5364.6865,60858.9109,1042.0792,910.066,560.231
TCGA.DD.AADD.01A.11R.A41C.07,1,7303.1884,150961.1594,9803.4783,56648.1159,93.3333,362.8986,2779.7101
TCGA.DD.AADF.01A.11R.A41C.07,1,65214.0575,569435.5698,25058.9989,342780.8307,224.0682,710.5431,23907.9872
TCGA.DD.AADG.01A.11R.A41C.07,1,25388.4247,188411.9702,3536.3816,222240.316,651.3748,4445.3896,3490.202
TCGA.DD.AADI.01A.11R.A41C.07,1,11227.8665,231071.8433,2343.9768,85910.7402,58.0552,1490.566,7260.5225
TCGA.DD.AADJ.01A.11R.A41C.07,1,27903.7886,708853.381,10478.2234,220874.9484,90.6738,3757.5663,7863.795
TCGA.DD.AADK.01A.11R.A41C.07,1,18108.716,449146.2043,6024.836,283412.8397,15480.7873,1505.1546,56723.0553
TCGA.DD.AADL.01A.11R.A41C.07,1,8691.0873,104962.6692,8590.294,71442.3705,2610.3593,3139.524,6276.7149
TCGA.DD.AADM.01A.11R.A41C.07,1,36370.2809,611146.5875,37851.3122,500525.4776,6735.8071,4273.0637,24328.9197
TCGA.DD.AADN.01A.11R.A41C.07,1,1046.2963,791503.0864,3532.4074,100302.4691,3486.1111,416.6667,16620.3704
TCGA.DD.AADO.01A.11R.A41C.07,1,102402.8269,601085.689,7483.2155,335353.3569,9525.6184,1380.742,50390.4594
TCGA.DD.AADP.01A.11R.A39D.07,1,21018.9189,116741.8919,3029.0541,450066.8919,2832.4324,1463.5135,16818.9189
TCGA.DD.AADQ.01A.11R.A41C.07,1,40247.3273,134229.2841,5885.7322,1835822.427,160367.1877,2070.5351,130341.2259
TCGA.DD.AADR.01A.11R.A41C.07,1,18475.7033,387381.9267,15803.9216,163271.9523,20033.2481,4797.1014,30100.5968
TCGA.DD.AADS.01A.11R.A41C.07,1,15118.799,1877904.7,14390.3394,449857.7023,11746.7363,558.7467,21467.3629
TCGA.DD.AADU.01A.11R.A41C.07,1,30270.6767,115581.6011,5938.9651,416654.5776,0.8846,40.69,6529.854
TCGA.DD.AADV.01A.11R.A39D.07,1,6224.3499,315845.5097,22807.9643,166757.4801,1792.188,955.2823,6357.9589
TCGA.DD.AADW.01A.11R.A39D.07,1,26541.2916,168914.0548,1004.3053,67893.1507,873.1898,2058.317,5324.0705
TCGA.DD.AADY.01A.11R.A41C.07,1,24.9381,4462.9992,4837.071,259842.2433,0.9236,3241.9551,2413.4555
TCGA.DD.AAE0.01A.11R.A41C.07,1,1165.1495,234044.2133,91.0273,13109.2328,366.71,59.8179,3274.3823
TCGA.DD.AAE1.01A.11R.A41C.07,1,3701.2609,335172.6479,15349.1756,92474.2968,145.4898,626.5761,9248.3026
TCGA.DD.AAE2.01A.11R.A41C.07,1,19183.5959,130643.6719,11964.6931,363130.3639,9960.8908,3364.4758,5745.7903
TCGA.DD.AAE3.01A.11R.A41C.07,1,14488.189,173713.1609,7973.0034,489134.9831,941.5073,836.8954,6053.9933
TCGA.DD.AAE4.01A.11R.A41C.07,1,35178.4552,378757.0287,20153.8917,340118.3782,16078.1296,2294.1699,9631.2518
TCGA.DD.AAE6.01A.11R.A41C.07,1,14748.1058,75805.7832,6417.195,14475.3363,0.6185,145.3533,12048.2449
TCGA.DD.AAE7.01A.11R.A41C.07,1,18633.6011,657035.2777,21510.3039,797242.0538,8680.4052,2780.3004,17761.7883
TCGA.DD.AAE9.01A.11R.A41C.07,1,38869.4421,136497.3095,2741.433,169507.7882,303.5967,5247.2387,16710.2804
TCGA.DD.AAEA.01A.11R.A41C.07,1,21417.8642,378737.2067,15253.7992,149795.8234,152.4863,59.4438,5936.6277
TCGA.DD.AAEB.01A.11R.A41C.07,1,39911.617,310880.4821,5845.3298,317467.6933,18.7479,5229.3271,3682.6247
TCGA.DD.AAED.01A.12R.A41C.07,1,2072.8477,240179.754,3496.6887,77332.0719,18.9215,2413.4342,2307.474
TCGA.DD.AAEE.01A.11R.A41C.07,1,2919.2096,156438.2309,7465.5196,218512.1656,69.9019,458.6638,4702.7826
TCGA.DD.AAEG.01A.11R.A39D.07,1,50574.8842,46728.2553,13586.7216,465665.9804,12708.6979,1659.8044,30985.5893
TCGA.DD.AAEH.01A.11R.A41C.07,1,40862.9032,324095.9677,16149.1935,235301.6129,1050,5137.0968,9654.8387
TCGA.DD.AAEI.01A.11R.A41C.07,1,2319.0369,352140.7073,38215.1994,316885.6283,13622.2724,1420.617,28872.0843
TCGA.DD.AAEK.01A.11R.A41C.07,1,39966.9911,156593.3075,3195.9602,362836.5787,8993.2835,311.5078,18202.9828
TCGA.DD.AAVP.01A.11R.A41C.07,1,51430.131,6813.3188,239.083,197442.1397,34.9345,5367.9039,5223.7991
TCGA.DD.AAVQ.01A.11R.A41C.07,1,22167.0507,482039.7465,5178.5714,140594.47,270.1613,1049.5392,8989.0553
TCGA.DD.AAVR.01A.11R.A41C.07,1,21280.8989,119755.8052,15528.839,418330.3371,4343.0712,1858.427,22743.8202
TCGA.DD.AAVS.01A.11R.A41C.07,1,9256.9703,146514.4052,8035.316,74239.777,60.8736,1734.6654,3461.8959
TCGA.DD.AAVU.01A.11R.A41C.07,1,29084.2707,332679.3288,11157.6618,177128.5266,6358.842,1125.5762,14916.4669
TCGA.DD.AAVV.01A.11R.A41C.07,1,58629.7043,62437.5,11034.9462,697917.3387,25812.5,4119.6237,62809.1398
TCGA.DD.AAVW.01A.11R.A41C.07,1,3678.3389,238938.5888,14336.0901,64875.5939,58.4198,571.5291,3819.1096
TCGA.DD.AAVX.01A.11R.A41C.07,1,35016.055,149864.6789,8288.9908,797776.3761,44928.8991,665.1376,69863.5321
TCGA.DD.AAVY.01A.11R.A41C.07,1,27720.1861,62002.0815,846.8696,218212.799,25.5081,6753.5303,6891.2742
TCGA.DD.AAVZ.01A.11R.A41C.07,1,62360.9023,192102.529,14445.6596,370084.7573,9818.8653,4159.9453,15429.9385
TCGA.DD.AAW0.01A.11R.A41C.07,1,9823.5405,287571.6898,5012.0685,191521.8191,4817.7229,1368.3742,19919.8467
TCGA.DD.AAW1.01A.11R.A41C.07,1,76134.2926,42625.2998,203.8369,478167.8657,19.7842,13808.753,6313.5492
TCGA.DD.AAW2.01A.11R.A41C.07,1,14329.6482,120548.7437,1568.8442,250535.6784,10784.42211,1761.809,1714.5729
TCGA.DD.AAW3.01A.11R.A41C.07,1,9822.9755,101519.1463,1463.9046,361105.6706,11324.21007,2485.0387,5219.502
TCGA.ED.A459.01A.11R.A266.07,1,31123.7715,217294.3854,2811.5653,548900.7264,42172.9098,2258.9375,146189.4317
TCGA.ED.A4XI.01A.11R.A266.07,1,20799.3421,223425,11172.3684,420421.0526,8627.6316,4096.0526,9554.6053
TCGA.ED.A5KG.01A.11R.A27V.07,1,260.2118,46404.942,925.3656,17759.9597,4.0343,131.1145,3461.4221
TCGA.ED.A627.01A.12R.A311.07,1,26005.7637,151055.9078,9300.8646,364087.6081,24442.6513,1912.3919,23354.4669
TCGA.ED.A66X.01A.11R.A311.07,1,13653.3531,180477.3274,4966.9625,98303.7475,1222.3866,853.0572,9684.9112
TCGA.ED.A66Y.01A.11R.A311.07,1,119.403,408555.7233,160.1607,86363.9495,136.0505,5196.9001,617.1068
TCGA.ED.A7PX.01A.51R.A352.07,1,3434.1117,135.4636,66.0931,23347.2621,14.2018,11.4707,1510.31
TCGA.ED.A7PY.01A.11R.A33R.07,1,4475.1408,393870.1935,5419.5445,102398.2366,6.8577,5457.7517,2827.3328
TCGA.ED.A7PZ.01A.11R.A33R.07,1,5275.9048,534692.1701,1540.6633,92247.1446,7940.33302,22.5678,399.6147
TCGA.ED.A7XO.01A.11R.A352.07,1,15853.0338,293364.6861,24567.7094,187350.8293,8519.8404,1558.6815,8119.2526
TCGA.ED.A7XP.01A.11R.A352.07,1,8246.1095,9194.8127,17097.4063,283540.0576,221.902,5514.121,16829.3948
TCGA.ED.A82E.01A.11R.A352.07,1,22800.7203,77.6311,4.8019,451.7807,1.6006,2.0008,13434.974
TCGA.ED.A8O5.01A.11R.A36F.07,1,1158.3784,517447.5676,6092.4324,98692.4324,169.7297,1211.8919,814.5946
TCGA.ED.A8O6.01A.11R.A36F.07,1,37947.0992,169682.3031,6771.2991,342832.6757,6390.7643,2003.7995,56958.6439
TCGA.ED.A97K.01A.21R.A38B.07,1,9766.0394,28431.3855,1295.9172,161672.2791,8388.2469,880.3786,10108.0665
TCGA.EP.A12J.01A.11R.A131.07,1,31560.3461,65969.0824,93.0364,180586.0162,5.1057,12600.7658,2818.8909
TCGA.EP.A26S.01A.11R.A16W.07,1,16796.6531,77643.9502,3706.2645,118712.7601,0.8808,3578.9937,3336.3426
TCGA.EP.A2KA.01A.11R.A180.07,1,12338.0783,195930.0119,743.1791,155647.0937,867.1412,168.446,14239.6204
TCGA.EP.A2KB.01A.11R.A180.07,1,1957.6516,278643.8884,10743.9846,199680.462,136.1886,1887.3917,6772.3773
TCGA.EP.A2KC.01A.11R.A213.07,1,42239.2934,73960.3854,6355.4604,545073.3405,14452.8908,3131.6916,17366.167
TCGA.EP.A3JL.01A.11R.A213.07,1,43988.6878,114181.7496,16684.0121,393171.9457,37365.0075,2765.46,62756.4103
TCGA.EP.A3RK.01A.11R.A22L.07,1,41293.8497,66449.8861,3359.9089,401351.9362,9714.6925,634.9658,56574.0319
TCGA.ES.A2HS.01A.11R.A180.07,1,28905.417,1055805.675,2937.2313,501547.7214,865.0043,5351.6767,9888.2201
TCGA.ES.A2HT.01A.12R.A180.07,1,133271.0505,156483.5605,32940.6576,1198765.838,20863.6728,2869.2863,82371.2911
TCGA.FV.A23B.01A.11R.A16W.07,1,1729.1,183909.0909,3512.5628,369084.5135,5064.413,3430.3335,59392.8735
TCGA.FV.A2QQ.01A.11R.A22L.07,1,12553.5379,142719.474,32152.7865,282498.4346,10984.3456,2381.34,37267.3763
TCGA.FV.A2QR.01A.11R.A213.07,1,42634.4951,63425.6777,3256.479,44999.1063,84.5993,1921.3584,9366.6965
TCGA.FV.A3I0.01A.11R.A22L.07,1,12901.9378,113.3294,11.1568,640.6342,7.6336,4.1104,24293.0123
TCGA.FV.A3I1.01A.11R.A22L.07,1,19678.7176,147438.565,19006.928,262131.3189,13356.63,1842.9482,31216.7985
TCGA.FV.A3R2.01A.11R.A22L.07,1,13423.4195,111557.6798,8025.201,261495.1119,3396.0461,66.4784,28171.1927
TCGA.FV.A3R3.01A.11R.A22L.07,1,9191.8998,146110.4254,4373.1403,819195.4224,3.4367,490.8685,20828.9779
TCGA.FV.A495.01A.11R.A266.07,1,34051.1811,601939.3701,12935.4331,192203.937,8881.1024,2404.7244,5803.1496
TCGA.FV.A496.01A.11R.A266.07,1,33786.3578,515743.8867,24893.8224,50344.9163,20234.8777,344.2728,29097.8121
TCGA.FV.A4ZP.01A.12R.A266.07,1,2594.7416,377433.3182,397.0988,41841.3418,126.9266,670.8976,10493.2004
TCGA.FV.A4ZQ.01A.11R.A266.07,1,11073.6292,59555.0914,2126.893,93009.3995,102.3499,484.0731,11193.7337
TCGA.G3.A25S.01A.11R.A16W.07,1,58043.2671,38316.4091,9310.9639,111769.8308,2865.6365,673.4364,27251.2141
TCGA.G3.A25T.01A.11R.A16W.07,1,5162.6193,21199.9133,614.484,41915.438,1391.1535,385.9497,3268.8638
TCGA.G3.A25U.01A.11R.A16W.07,1,3239.8216,48521.9393,43402.6759,234740.3251,904.618,441.9508,7007.3371
TCGA.G3.A25V.01A.11R.A16W.07,1,35533.7382,268551.9568,22268.556,613294.8718,35455.4656,8316.4642,55790.1484
TCGA.G3.A25X.01A.11R.A16W.07,1,46062.5705,8041.1499,19.1657,1267997.745,664.5998,5.637,7833.7091
TCGA.G3.A25Y.01A.11R.A16W.07,1,14515.4384,114124.3918,2011.8553,128380.43,112.5365,1065.9117,7668.7605
TCGA.G3.A25Z.01A.11R.A16W.07,1,63386.0074,341056.1095,26315.278,460767.5987,34075.4858,1489.5237,65049.9117
TCGA.G3.A3CG.01A.11R.A213.07,1,51101.227,26013.0368,9024.5399,725216.2577,28784.5092,3381.135,33746.1656
TCGA.G3.A3CH.01A.11R.A22L.07,1,4341.4047,371383.7475,20095.0811,251300.0761,5600.2789,3594.7008,7347.2363
TCGA.G3.A3CI.01A.11R.A213.07,1,37218.9781,142482.6642,19179.7445,604507.2993,10872.2628,661.4964,18163.3212
TCGA.G3.A3CJ.01A.11R.A213.07,1,88882.4427,123984.7328,6096.1832,597810.687,29632.0611,9771.7557,15323.6641
TCGA.G3.A3CK.01A.11R.A213.07,1,79638.723,33824.2291,11443.5148,805485.9604,35014.8609,2746.0568,22549.9256
TCGA.G3.A5SI.01A.31R.A27V.07,1,9881.2823,203040.3309,29148.2937,359836.1944,2473.6298,3564.8397,7072.5957
TCGA.G3.A5SJ.01A.11R.A27V.07,1,14634.9906,88071.7432,4371.932,243915.0409,999.3707,1168.6595,3662.0516
TCGA.G3.A5SK.01A.11R.A27V.07,1,120042.1053,193320,29704.2105,1036793.684,63237.8947,16080,34447.3684
TCGA.G3.A5SL.01A.11R.A27V.07,1,72459.2925,49043.7956,5130.8254,401277.3723,2440.7636,1376.7546,6572.1505
TCGA.G3.A5SM.01A.12R.A28V.07,1,69556.4182,193207.5569,30990.1656,381191.5114,47415.6315,3847.8261,62219.4617
TCGA.G3.A6UC.01A.21R.A33J.07,1,19037.1874,80804.6168,4439.8543,347745.6725,1.8306,2592.7627,4697.9712
TCGA.G3.A7M5.01A.11R.A33R.07,1,34449.4751,1082052.303,15437.4309,214334.4292,9780.8157,747.8367,14549.5183
TCGA.G3.A7M6.01A.11R.A33R.07,1,14811.1652,37225.3899,2111.0559,48146.2203,2841.7602,1355.3194,3015.3968
TCGA.G3.A7M7.01A.12R.A352.07,1,16721.3627,341558.0559,47335.5212,909041.2564,28423.9725,2583.9975,72019.0655
TCGA.G3.A7M8.01A.11R.A33R.07,1,22343.75,184701.6616,5977.8963,767865.0915,13362.8049,9189.7866,17125.7622
TCGA.G3.A7M9.01A.23R.A352.07,1,383.567,86044.122,1798.2155,27370.1343,263.9474,209.8245,6888.9107
TCGA.G3.AAUZ.01A.11R.A38B.07,1,12633.0803,678310.559,27035.6568,580708.5346,8482.1716,1143.7773,10117.3223
TCGA.G3.AAV0.01A.11R.A37K.07,1,39845.4979,1503293.524,12627.0379,287737.1457,2048.6581,6029.5962,6534.2363
TCGA.G3.AAV1.01A.11R.A38B.07,1,7027.4046,157310.5857,9773.7775,223591.3756,1208.4901,901.1284,4132.7243
TCGA.G3.AAV2.01A.11R.A37K.07,1,36299.2782,7064.7421,29.9488,269835.2973,4.4605,1735.1216,3090.4662
TCGA.G3.AAV3.01A.11R.A37K.07,1,37239.0464,95360.8247,3268.6856,325063.1443,5916.8814,2205.5412,19121.134
TCGA.G3.AAV4.01A.11R.A38B.07,1,52.6001,175873.8793,22.116,31092.0502,10561.62582,0.5977,2.3909
TCGA.G3.AAV5.01A.11R.A37K.07,1,1839.1402,137846.2265,3824.2589,130624.7786,8594.16558,4918.389,1900.5551
TCGA.G3.AAV6.01A.21R.A37K.07,1,51.1779,425691.5296,2363.0072,130887.7748,923.5552,1244.7407,5277.2063
TCGA.G3.AAV7.01A.11R.A38B.07,1,14904.7028,171.6618,950.7788,68796.5535,879.174,392.1666,26771.6554
TCGA.GJ.A3OU.01A.31R.A38B.07,1,13937.5324,198391.717,3854.3572,127679.0336,5248.6626,1230.7161,23266.9543
TCGA.GJ.A6C0.01A.12R.A311.07,1,47361.2764,44459.1671,15621.417,250604.6512,11504.5971,455.3813,32825.8518
TCGA.GJ.A9DB.01A.11R.A37K.07,1,8116.4756,115388.1412,21032.589,136133.9771,6988.5335,22.3295,9177.4291
TCGA.HP.A5MZ.01A.21R.A27V.07,1,41562.38,134995.5214,24419.7057,493895.0736,29228.4069,9409.469,51543.826
TCGA.HP.A5N0.01A.11R.A28V.07,1,27221.0595,299425.1145,5996.0759,210211.9032,6232.1779,6483.9765,5435.5788
TCGA.K7.A5RF.01A.11R.A28V.07,1,27024.3342,600300.456,14739.9885,541704.5411,30349.8755,7510.251,15944.0506
TCGA.K7.A5RG.01A.11R.A28V.07,1,3860.0128,123080.4664,19041.0385,86710.0935,3215.7872,951.3176,14949.3715
TCGA.K7.A6G5.01A.11R.A311.07,1,77812.7765,330948.8586,15667.3155,801052.5571,24110.4229,16724.1196,59499.5576
TCGA.K7.AAU7.01A.11R.A38B.07,1,8870.7175,63439.5604,1236.5869,230700.7111,2170.6529,363.9302,15564.9644
TCGA.KR.A7K0.01A.12R.A33R.07,1,85877.2387,73889.0628,13053.7298,313667.8838,14531.7336,6912.8847,24593.9837
TCGA.KR.A7K2.01A.12R.A33R.07,1,4756.9886,330329.9179,12956.8442,375552.813,895.5217,2629.1839,12599.3881
TCGA.KR.A7K7.01A.11R.A33J.07,1,63376.7313,151754.8476,8551.9391,601259.6953,11531.856,1766.6205,84068.5596
TCGA.KR.A7K8.01A.11R.A33J.07,1,10355.8952,159535.6623,8802.7656,124500,4978.1659,1224.8908,35117.9039
TCGA.LG.A6GG.01A.11R.A311.07,1,14544.6048,179096.6703,12032.7593,566083.6099,27657.8913,728.0467,65738.1678
TCGA.LG.A9QC.01A.11R.A37K.07,1,2951.4429,8544.8507,2.6061,57413.7086,2.6061,3933.3026,2335.093
TCGA.LG.A9QD.01A.11R.A38B.07,1,41121.6783,392374.8252,22602.7972,849832.8671,50402.0979,8618.1818,79504.8951
TCGA.MI.A75C.01A.11R.A32O.07,1,67459.9729,86581.4111,6902.3066,401818.8602,19379.2402,3103.1208,27406.3772
TCGA.MI.A75E.01A.11R.A32O.07,1,36646.7309,274738.9762,9911.8094,512441.9665,15891.8736,5850.3126,33106.268
TCGA.MI.A75G.01A.11R.A32O.07,1,32484.9205,392577.6259,20084.3857,181111.8705,3315.4063,3236.9633,15378.9927
TCGA.MI.A75H.01A.11R.A32O.07,1,36372.3653,161029.6643,247.4629,226773.6144,536.2998,449.6487,3843.872
TCGA.MI.A75I.01A.11R.A32O.07,1,22088.7793,137768.8039,2315.0432,202853.8841,2264.4883,696.0543,10871.7633
TCGA.MR.A520.01A.11R.A266.07,1,40008.2593,169611.3979,29034.8957,519913.2769,8521.1646,4137.1051,18637.2083
TCGA.MR.A8JO.01A.12R.A36F.07,1,14899.8483,32568.2853,39408.1942,522126.7071,3929.4385,2025.0379,35593.3232
TCGA.NI.A4U2.01A.11R.A28V.07,1,38997.735,256418.271,23662.5142,326425.0661,3.775,2676.8592,26961.8724
TCGA.NI.A8LF.01A.11R.A36F.07,1,20572.2469,397156.4191,12467.2889,400653.7396,1703.7044,3483.8283,20817.5598
TCGA.O8.A75V.01A.11R.A32O.07,1,43567.8803,172724.468,13625.3955,911668.0304,16113.2002,4523.7148,59530.2503
TCGA.PD.A5DF.01A.11R.A27V.07,1,8029.4464,65078.3274,9351.5901,527676.0895,2206.1249,441.6961,55760.3062
TCGA.QA.A7B7.01A.11R.A32O.07,1,19029.6327,291294.6578,6965.3589,208360.601,810.1002,312.187,15010.0167
TCGA.RC.A6M3.01A.11R.A32O.07,1,19434.0028,10827.5333,409.6275,358841.0241,110.3787,26.3682,642.6491
TCGA.RC.A6M4.01A.11R.A32O.07,1,10198.7763,117651.6655,832.6309,241210.0612,206.1183,1790.8906,3508.9055
TCGA.RC.A6M5.01A.11R.A32O.07,1,37595.0367,79335.0254,78228.9904,891815.0028,11491.8218,534.123,53295.5443
TCGA.RC.A6M6.01A.11R.A32O.07,1,2145.3552,64552.459,782.5137,194126.2295,1933.8798,460.6557,29148.6339
TCGA.RC.A7S9.01A.11R.A33R.07,1,18619.4265,770857.0965,8176.5501,497025.0713,5.4046,3293.1992,15109.443
TCGA.RC.A7SB.01A.21R.A352.07,1,9639.1246,262387.9381,23420.3461,88226.9045,639.4122,384.726,9088.4031
TCGA.RC.A7SF.01A.11R.A352.07,1,20657.5875,485982.6459,21126.4591,431430.9339,12666.3424,1283.0739,17295.7198
TCGA.RC.A7SH.01A.11R.A38B.07,1,1838.7654,257081.7295,5277.9261,40064.6914,115.361,83.4933,6785.2676
TCGA.RC.A7SK.01A.11R.A352.07,1,675.4551,197816.0703,12348.3992,188492.1532,156.3089,537.9787,2833.0195
TCGA.RG.A7D4.01A.12R.A33R.07,1,26651.1799,131620.2065,10530.236,272238.9381,528.0236,522.1239,10453.5398
TCGA.T1.A6J8.01A.11R.A32O.07,1,12592.2402,202003.865,6055.0022,225523.4131,7136.019,473.9111,18431.3959
TCGA.UB.A7MA.01A.11R.A33R.07,1,17257.1622,24408.6185,197.1032,180664.347,103.4361,43.0984,8111.688
TCGA.UB.A7MB.01A.11R.A33R.07,1,29843.1648,62243.4738,17319.7566,101887.6404,2886.236,575.8427,9218.1648
TCGA.UB.A7MC.01A.11R.A33R.07,1,4361.0211,12160.4538,5858.59,184363.047,1.2156,5525.1216,3748.7844
TCGA.UB.A7MD.01A.12R.A352.07,1,34158.8946,18459.9885,7913.0685,292619.4588,10183.0743,2820.38,22225.6765
TCGA.UB.A7ME.01A.11R.A33J.07,1,3253.4521,349423.608,7141.2027,177939.124,339.124,418.1143,5390.3489
TCGA.UB.A7MF.01A.11R.A33J.07,1,44288.0795,184742.6679,2620.6244,290987.701,1.4191,4.7304,17985.8089
TCGA.UB.AA0U.01A.11R.A38B.07,1,9266.8508,176980.663,4970.7182,327143.0939,4814.3646,1085.6354,16422.6519
TCGA.UB.AA0V.01A.11R.A38B.07,1,28663.0327,396842.4182,11134.7869,336823.5877,26111.001,7887.0168,9973.2408
TCGA.WJ.A86L.01A.12R.A39D.07,1,15604.5273,216813.5819,6730.3595,137494.008,4883.4887,174.4341,12290.9454
TCGA.WQ.A9G7.01A.11R.A37K.07,1,3024.653,40926.4554,1217.3192,40672.8817,2141.2886,200.5386,2510.0476
TCGA.WQ.AB4B.01A.11R.A41C.07,1,18367.3938,196250.287,23402.9851,604335.2468,22578.6452,4095.2928,67264.0643
TCGA.WX.AA44.01A.11R.A39D.07,1,5089.9844,125299.687,3282.4726,115834.8983,320.0313,3378.7167,6952.2692
TCGA.WX.AA46.01A.11R.A39D.07,1,19991.5916,434317.7177,14705.7057,443175.3754,13187.3874,6422.8228,7245.6456
TCGA.WX.AA47.01A.11R.A39D.07,1,44465.6751,818.0778,27860.4119,1182405.034,14963.3867,435.9268,188314.6453
TCGA.XR.A8TC.01A.11R.A36F.07,1,46617.8559,121296.7714,20048.8108,69497.5852,33.6626,1036.4832,8471.5809
TCGA.XR.A8TD.01A.12R.A39D.07,1,15948.7332,129493.4743,24636.0723,111585.8036,1458.1619,110.6578,9631.4324
TCGA.XR.A8TE.01A.11R.A36F.07,1,23435.0539,103561.5428,7916.6194,110222.3483,2.2689,73.7379,379.4668
TCGA.XR.A8TF.01A.11R.A36F.07,1,6190.027,219828.8477,15127.3585,77698.7871,260.1078,1064.0162,7833.558
TCGA.XR.A8TG.01A.11R.A36F.07,1,16069.3385,37042.8512,10851.1996,938259.8364,7009.8461,718.9017,12416.5858
TCGA.YA.A8S7.01A.11R.A37K.07,1,6120.1467,9514.1014,502.3397,113056.7851,1462.5016,360.6931,43407.6135
TCGA.ZP.A9CV.01A.11R.A38B.07,1,45082.0802,48372.807,9819.5489,495086.4662,2464.2857,9437.3434,28300.1253
TCGA.ZP.A9CY.01A.11R.A38B.07,1,25086.584,293391.5939,18884.0989,779458.8786,33920.7275,2042.9045,32499.9158
TCGA.ZP.A9CZ.01A.11R.A38B.07,1,22932.7953,71315.8467,16622.0705,419647.3692,279.373,299.8603,6771.3798
TCGA.ZP.A9D0.01A.11R.A37K.07,1,7321.1068,88425.8945,11297.2973,821340.4118,54.0541,339.7683,15227.1557
TCGA.ZP.A9D1.01A.11R.A38B.07,1,47464.3087,12836.0129,9099.0354,430987.7814,32771.0611,1370.418,55552.4116
